"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66"
"295","Samson George","Pittsburgh","ACC","7","1.6","79.2","21.5","16.7","28.25","15.7","16.9","0","0","3","6","0.5","1","6","0.167","0","0","0","0","0","100","Jr","6-7","23","-0.0182335","83.5895","1.9","2020","50367","all","Central Arkansas","0","1","4","0","2","0.25","0","0","0","0","0","0","103.448","0.248731","0","-15.9794","-7.26652","-8.71292","-6.89099","3","-2.08324","-4.80774","0.4286","0.4286","0.8571","0","0","0","0.7143","","0"
"296","Joey Hauser","Marquette","BE","34","71.8","108","18","54.2","58.7","3.7","16","15.3","22.3","72","91","0.791","61","131","0.466","45","106","0.425","0.3","0.7","38.4","Fr","6-9","22","2.17225","109.261","3.8","2019","65530","all","Michigan St.","1.17145910238974","33","63","28","68","0.523809523809524","0.411764705882353","0","3","0","0","0","96.4694","3.28679","0","2.68827","1.68066","1.0076","2.29283","29.0294","1.10607","1.18676","0.8824","4.4118","5.2941","2.4118","0.3529","0.0882","9.6765","","6.07477"
"297","Tim Finke","Grand Canyon","WAC","33","38.8","104.2","13.6","48.5","50.41","5.1","15.2","9.7","15.6","22","38","0.579","21","52","0.404","18","47","0.383","1.1","1.1","38.4","Fr","6-6","24","0.364942","94.2353","2.9","2019","65899","all","Wright St.","1.63171080887616","14","32","4","17","0.4375","0.235294117647059","4","4","1","0","0","103.019","1.38278","0","-0.838141","-1.23493","0.396787","-1.28526","15.5588","-1.27825","-0.00700574","0.7647","2.0588","2.8235","0.9118","0.3529","0.1471","3.4706","","5.17112"
"298","J.J. Rhymes","Grand Canyon","WAC","11","21.5","89.4","17.4","42.6","49.31","6.4","12.3","9.1","24.4","19","27","0.704","20","44","0.455","0","3","0","0.5","0.2","57.4","Jr","6-4","0","0.208218","88.0006","2.4","2020","67817","all","Jacksonville","0.700005999880002","19","31","1","13","0.612903225806452","0.0769230769230769","0","1","0","0","0","114.136","1.03382","0","-7.14844","-3.85315","-3.29529","-5.58983","22.75","-2.40879","-3.18104","1.0833","2.5","3.5833","1.1667","0.0833","0.0833","5.4167","","0.706194"
"299","Quinn Richey","James Madison","CAA","15","8.3","78.3","13.4","15","31.89","2.2","0","5.3","4.3","11","14","0.786","0","3","0","2","17","0.118","0","0.6","70","Fr","6-5","13","-0.344345","69.8356","2.5","2020","71474","all","Samford","1.5","0","1","0","2","0","0","0","0","0","0","0","119.017","0.184856","0","-8.61759","-2.90376","-5.71382","-10.8462","6.875","-5.9996","-4.84657","0.25","0","0.25","0.1875","0.0625","0","1.75","","9.78915"
"300","Abayomi Iyiola","Stetson","ASun","29","58.2","104.8","24.1","48.3","51.96","12.1","24.3","4.4","11.7","61","84","0.726","128","261","0.49","1","7","0.143","6.2","2.3","31.3","So","6-9","23","1.79596","109.692","5.1","2019","50741","all","Arkansas","0.349996124932186","79","138","49","123","0.572463768115942","0.398373983739837","11","15","0.733333333333333","0","0","106.169","1.88124","0","-0.838703","-1.11539","0.276684","-0.0150555","22.871","0.843003","-0.858059","2.7419","4.8387","7.5806","0.4516","0.9677","1.1935","10.7742","","0.580567"
"301","Malcolm Porter","Portland","WCC","22","48.3","95.9","19.3","47.5","53.31","1.4","11.8","10.3","16.7","51","64","0.797","37","92","0.402","26","68","0.382","0","1.4","40","Jr","6-4","1","0.969427","95.8474","2.9","2020","45531","all","Northern Arizona","1.0278","20","45","17","47","0.444444444444444","0.361702127659574","0","0","0","0","0","105.263","2.03713","0","-2.60325","-1.10152","-1.50173","-2.10951","26.4583","-1.15235","-0.957155","0.3333","2.875","3.2083","1.5417","0.625","0","9.5","","6.6318"
"302","Jay Green","UNLV","MWC","17","13.1","105.4","7.5","63.6","49.31","9.2","16.9","6","18.4","2","11","0.182","7","11","0.636","0","0","0","0.8","1","100","So","6-5","0","0.0918002","87.9943","5.1","2020","51671","all","Northern Arizona","1.49978750531237","7","11","0","0","0.636363636363636","0","0","0","0","0","0","101.024","0.910563","0","0.186435","-0.487411","0.673846","-0.874748","10.1176","-1.36947","0.494721","0.8235","1.4706","2.2941","0.3529","0.1765","0.0588","0.9412","","0"
"303","Troy Holston","Saint Joseph's","A10","27","17.8","90.1","19.3","47","47.47","2.3","7.8","3.6","11.5","4","7","0.571","10","22","0.455","19","60","0.317","1.5","1.5","8.5","Sr","6-4","10","0.134514","91.9138","4.6","2019","37479","all","Morgan St.","0.444344434443444","5","7","5","15","0.714285714285714","0.333333333333333","0","0","0","0","0","108.469","0.633685","0","-4.58665","-1.4937","-3.09295","-3.80861","8.7407","-2.18847","-1.62014","0.1852","0.5926","0.7778","0.1481","0.2222","0.1111","3","","14.843"
"304","Elijah Thomas","Saint Mary's","WCC","22","8.9","113.3","17","48.3","51.1","7.7","10.7","6","6","7","11","0.636","7","14","0.5","5","16","0.313","0","2.5","36.7","Jr","6-5","10","0.46781","110.41","5","2020","48172","all","Cal Baptist","2","7","13","0","1","0.538461538461538","0","2","2","1","0","0","98.8332","0.531982","0","2.34338","3.10333","-0.759948","0.580646","5.5","0.54846","0.0321862","0.3182","0.4545","0.7727","0.1818","0.2273","0","1.6364","","8.16174"
"305","Jordan Brinson","UAB","CUSA","25","44.3","91.3","12.2","40.5","40.63","5.6","14.2","11.8","17.4","13","33","0.394","25","54","0.463","6","30","0.2","1.6","1.9","39.3","Fr","6-2","23","-0.279839","81.5442","3.2","2020","71663","all","Utah Valley","1.90009450519779","20","36","5","18","0.555555555555556","0.277777777777778","2","2","1","0","0","99.4407","2.05633","0","0.699222","-0.529693","1.22892","-0.511745","20.8148","-1.63557","1.12383","0.8889","2.5926","3.4815","1.4074","0.6296","0.2963","3.4444","","3.35715"
"306","Jonah Antonio","UNLV","MWC","25","41.8","102.7","16","45.4","45.42","1.6","11.2","7.1","7.4","3","7","0.429","5","18","0.278","53","168","0.315","1","1.5","3.8","Sr","6-5","10","0.984829","98.4996","2.3","2020","45475","all","Wake Forest","1.81818181818182","3","9","2","9","0.333333333333333","0.222222222222222","0","0","0","0","0","102.369","1.86896","0","0.895243","1.84864","-0.953402","0.676409","22","1.07973","-0.403324","0.32","2.12","2.44","0.8","0.56","0.16","6.88","","18.1053"
"307","Duane Moss","Chattanooga","SC","5","7.3","78.7","13.2","35.7","40.4","2.6","12.8","10.4","24.6","4","7","0.571","2","7","0.286","2","7","0.286","1.2","1.9","50","Fr","6-6","21","-1.08239","70.0714","5.2","2018","51131","all","Campbell","1.2857","2","3","0","4","0.666666666666667","0","0","0","0","0","0","111.012","1.14837","0","-6.20032","-5.13244","-1.06788","-4.35244","19.2857","-4.61139","0.258951","0.5714","2.2857","2.8571","1.2857","0.4286","0.1429","4.8571","","4.517"
"308","Jordan Caruso","Incarnate Word","Slnd","27","52.1","87.5","18.4","52.9","56.21","3","13.1","17.4","33.2","30","43","0.698","39","73","0.534","11","32","0.344","0.2","2.1","41","Fr","6-3","2","-0.261449","83.8461","3.8","2019","66566","all","Cal Baptist","0.830742083174361","30","48","9","25","0.625","0.36","0","0","0","0","0","120.171","0.672228","0","-6.34448","-2.98919","-3.35529","-7.05697","21.4194","-3.87442","-3.18255","0.3871","2.0645","2.4516","1.7419","0.6774","0.0968","4.871","","3.37699"
"309","Alterique Gilbert","Connecticut","Amer","30","63.8","92.4","21.6","41.6","45.45","1.8","9.1","27.3","23","53","79","0.671","50","136","0.368","34","107","0.318","0.4","2.3","32.5","Jr","6-0","3","1.20511","98.5348","2.8","2020","49404","all","Wichita St.","1.61432306175803","28","69","22","67","0.405797101449275","0.328358208955224","0","0","0","0","0","96.0778","2.85556","0","0.154907","0.683672","-0.528765","0.388425","27.2","-0.126677","0.515102","0.4333","2.1333","2.5667","3.7667","1.1","0.1","8.5","","7.575"
"310","Pedro Bradshaw","Eastern Kentucky","OVC","9","4.3","83.9","12.3","45","45.66","5.7","13.2","3.2","24.2","1","2","0.5","3","6","0.5","1","4","0.25","2","2","20","Fr","6-7","32","-0.260553","73.2874","2.4","2019","65827","all","Bellarmine","1.33333333333333","3","3","0","3","1","0","0","0","0","0","0","104.845","0.452556","0","-5.32194","-4.82461","-0.497333","-3.59689","7.3","-2.80777","-0.789117","0.7","1.1","1.8","0.4","0.6","0.2","2.4","","3.97874"
"311","Chuck Champion","Loyola MD","Pat","8","11.8","67.8","18.1","38.4","38.86","0.8","8.4","4.9","23","3","7","0.429","6","21","0.286","7","22","0.318","0","1.5","16.3","Sr","6-4","14","-1.35268","63.7947","2.7","2020","49016","all","Albany","0.454590083456063","3","9","3","12","0.333333333333333","0.25","0","1","0","0","0","114.159","0.827547","0","-10.8866","-6.73777","-4.14882","-10.2728","18.1111","-6.18098","-4.09179","0.2222","1.4444","1.6667","0.5556","0.6667","0","4.5556","","8.33358"
"312","Curtis Haywood II","Georgia Tech","ACC","29","48.9","90.9","17.3","45.9","48.26","1.4","12.2","18.8","21.5","19","25","0.76","24","41","0.585","32","116","0.276","0.5","3.2","15.9","So","6-5","13","0.327557","91.8292","2.6","2019","51783","all","Tulsa","1.47502356267672","22","33","2","8","0.666666666666667","0.25","0","0","0","0","0","93.8329","2.66977","0","1.30897","-0.0991904","1.40816","0.973298","21.6897","-1.40688","2.38018","0.2414","2.4483","2.6897","2.0345","1.1724","0.1034","5.6207","","10.8181"
"313","Braden Burke","Michigan St.","B10","10","1","200","2.6","100","100","0","0","0","0","0","0","0","1","1","1","0","0","0","8.2","0","0","Jr","7-0","40","0.327982","158.048","9.2","2020","52006","all","Central Michigan","0","0","0","1","1","0","1","0","0","0","0","0","97.0869","0.136476","0","5.51073","0.407755","5.10297","0.468407","1.3","-3.46695","3.93536","0","0","0","0","0","0.1","0.2","","0"
"314","Joel Ntambwe","UNLV","MWC","31","59.7","110.1","23.4","48.5","53.24","7.2","18.7","5.1","12.3","85","113","0.752","75","177","0.424","44","114","0.386","1.5","1.2","38.8","Fr","6-9","24","2.27906","114.971","4.3","2019","66024","all","Texas Tech","0.486468370339338","32","52","43","124","0.615384615384615","0.346774193548387","2","2","1","0","0","104.066","2.10336","0","-1.03361","0.815338","-1.84894","0.940403","24.0645","1.84869","-0.908286","1.6129","3.9355","5.5484","0.5806","0.5161","0.3548","11.8387","","8.85529"
"315","Marcus Shaver Jr.","Portland","WCC","30","77.9","96.5","26.3","47.4","52.86","1.9","10.1","16.2","16.1","109","142","0.768","88","207","0.425","50","137","0.365","1.5","2.3","41.3","So","6-2","10","1.87238","104.786","3.6","2019","50870","all","Boise St.","1","62","105","23","96","0.59047619047619","0.239583333333333","1","1","1","0","0","110.021","2.1004","0","-1.49041","0.203483","-1.69389","-0.166008","31.375","0.763317","-0.929324","0.5312","2.8125","3.3438","2.1562","1.25","0.4062","14.8125","","8.51098"
"316","Andrew Nembhard","Florida","SEC","31","82.6","105.9","22","49.5","52.78","0.4","10.2","33.1","21.4","55","71","0.775","98","191","0.513","32","104","0.308","0.2","1.9","24.1","So","6-5","2","3.1511","112.839","1.8","2020","66098","all","Gonzaga","2.16252034410602","51","79","47","112","0.645569620253165","0.419642857142857","0","1","0","0","0","95.9181","3.60085","0","2.75985","2.756","0.00384905","2.78892","33.2903","2.18335","0.605574","0.0968","2.871","2.9677","5.5806","1.0645","0.0645","11.1935","","6.09716"
"317","Cameron Parker","Sacred Heart","NEC","18","42.2","96.4","24.1","48.9","54.81","0.8","14.6","41.8","33.2","51","68","0.75","46","91","0.505","12","40","0.3","0.2","1.2","51.9","So","6-2","11","1.19836","96.8527","1.1","2020","65786","all","Montana","1.76252226576416","33","58","13","32","0.568965517241379","0.40625","0","0","0","0","0","104.321","2.39635","0","-3.69754","-1.93356","-1.76398","-2.28148","30.2105","-0.656992","-1.62449","0.2105","4.4211","4.6316","7.4211","0.7895","0.0526","9.4211","","4.26447"
"318","Kevin Easley","Chattanooga","SC","26","63.9","99","27","50.6","52.57","7.2","20.4","9.1","15.7","50","76","0.658","92","197","0.467","44","115","0.383","1.3","1.3","24.4","Fr","6-6","34","1.89024","106.586","2.8","2019","65556","all","TCU","0.60345","61","111","30","85","0.54954954954955","0.352941176470588","2","2","1","0","0","107.742","2.14599","0","-1.61795","-0.144385","-1.47357","-0.16512","28.1034","1.59213","-1.75725","1.7241","4.931","6.6552","1.2069","0.6897","0.3103","14.2069","","8.98939"
"319","Chudier Bile","Northwestern St.","Slnd","25","56.8","97","30.9","52.8","57.82","7.8","23.4","13.4","26.6","98","133","0.737","79","158","0.5","35","91","0.385","4.9","1.6","53.4","Jr","6-6","4","1.66646","104.929","6","2020","67861","all","Georgetown","0.399989818255867","52","93","27","65","0.559139784946237","0.415384615384615","12","13","0.923076923076923","0","0","99.382","2.37862","0","0.471636","-1.02361","1.49525","1.18683","24.2857","0.429757","0.757074","1.8214","5.7857","7.6071","1.5714","0.7143","1.4643","14.25","","7.95651"
"320","Najee Garvin","Charlotte","CUSA","28","57.2","88.8","18.7","45.5","48.96","4.6","20.5","6.9","20.8","45","72","0.625","76","163","0.466","0","4","0","1","1.3","43.1","So","6-7","1","0.0358266","87.8988","3.9","2018","47242","all","Nicholls St.","0.43746979217013","52","76","23","80","0.684210526315789","0.2875","10","11","0.909090909090909","0","0","109.665","1.57183","0","-5.98956","-4.47359","-1.51597","-5.34239","22.6897","-4.02898","-1.3134","0.9655","4.0345","5","0.7241","0.5172","0.2414","7.1724","","0.346218"
"321","Amari McCray","Pacific","WCC","27","31.8","98.2","24","54.6","54.75","13","22.6","7.8","23.3","17","32","0.531","71","130","0.546","0","0","0","5.4","1.5","24.6","Jr","6-9","2","0.885411","102.903","7.6","2020","67810","all","Portland St.","0.39471876669465","60","101","11","29","0.594059405940594","0.379310344827586","6","7","0.857142857142857","0","0","93.9009","1.68592","0","1.13726","-1.62026","2.75753","-1.45792","15.0345","-2.88507","1.42715","1.6207","2.6207","4.2414","0.5172","0.4138","0.6897","6.3793","","0"
"322","Brian Thomas","Florida Gulf Coast","ASun","19","19.2","105.3","9.4","51.7","51.04","9.6","16.7","4.4","16.7","3","7","0.429","15","29","0.517","0","0","0","15.8","1.8","24.1","Jr","6-9","30","0.0692907","86.9801","2.1","2020","50902","all","Grambling St.","1","15","29","0","0","0.517241379310345","0","6","6","1","0","0","94.6919","1.38024","0","5.08928","-3.6638","8.75308","2.43142","12.45","-1.63872","4.07014","1","1.85","2.85","0.3","0.35","1.7","2","","0"
"323","Luke Sutherland","Siena","MAAC","7","2.8","80.4","10.3","31.3","31.25","3.6","20.5","0","0","0","0","0","1","2","0.5","1","6","0.167","3.2","1.8","0","Fr","6-7","30","-0.28119","68.6575","1.2","2020","71652","all","Bryant","0","1","1","0","1","1","0","0","0","0","0","0","97.7826","0.498187","0","-6.49097","-3.95538","-2.53559","-3.67167","4.8571","-2.25592","-1.41575","0.1429","0.8571","1","0","0.1429","0.1429","0.7143","","10.4567"
"324","Cordell Pemsl","Iowa","B10","28","28.5","99.5","15.3","50","54.15","6.9","20.5","15.4","27","26","42","0.619","25","49","0.51","1","4","0.25","3.1","1.3","79.2","Jr","6-9","35","0.562966","98.1734","3.4","2020","49476","all","Virginia Tech","1.26922248546199","21","32","4","17","0.65625","0.235294117647059","0","0","0","0","0","94.9888","1.41932","0","2.83272","0.207422","2.62529","2.4214","12.6429","0.160952","2.26045","0.7857","2.3929","3.1786","1.1786","0.2857","0.3571","2.8214","","0.63884"
"325","Colby Leifson","BYU","WCC","26","8","95","19.4","47.7","47.78","3","4.4","9.8","14.9","1","2","0.5","1","4","0.25","13","39","0.333","0","1","4.7","Fr","6-4","13","0.116873","94.9675","5.9","2017","48369","all","Utah Valley","1","0","1","1","3","0","0.333333333333333","0","0","0","0","0","104.773","0.351464","0","-3.00178","0.642863","-3.64464","-4.13543","4.1923","-1.8089","-2.32652","0.1154","0.1923","0.3077","0.2308","0.0769","0","1.6154","","18.8291"
"326","Bryan Penn-Johnson","Washington","P12","6","2.6","129","12.3","80","85.6","7.3","9.2","0","27.2","3","3","1","4","5","0.8","0","0","0","16","0","60","Fr","7-0","23","0.705915","121.241","10.6","2020","65829","all","LSU","0","2","3","2","2","0.666666666666667","1","2","2","1","0","0","96.6332","0.603819","0","5.00758","-0.968521","5.9761","1.60712","5.6667","-3.82632","5.43344","0.3333","0.5","0.8333","0","0","0.8333","1.8333","","0"
"327","Russel Tchewa","Texas Tech","B12","23","9.2","90.9","20.3","50","50.9","8.7","13.2","7.3","22.4","4","7","0.571","17","34","0.5","0","0","0","7","1.5","20.6","Fr","7-0","54","0.171374","95.3462","5.5","2020","71180","all","South Florida","0.444416049067212","9","15","8","19","0.6","0.421052631578947","2","4","0.5","0","0","87.4741","0.682861","0","0.414207","-3.15037","3.56458","-1.51634","5.0435","-3.94384","2.42751","0.3478","0.5652","0.913","0.1739","0.1304","0.3043","1.6522","","0"
"328","Nike Sibande","Miami OH","MAC","29","71.1","96.8","27.2","48.3","53.89","4.1","19.3","11.9","20.3","97","119","0.815","106","222","0.477","33","100","0.33","0.6","1.7","37","Jr","6-4","1","2.00861","105.021","2.9","2020","50290","all","Pittsburgh","0.62789272583087","80","135","26","87","0.592592592592593","0.298850574712644","15","16","0.9375","0","0","103.679","2.41512","0","-1.49924","-0.790513","-0.708731","-0.187013","28.7742","0.888441","-1.07545","1.0645","4.8065","5.871","1.7419","0.8387","0.129","13.9355","","6.80517"
"329","Grant Weatherford","IUPUI","Horz","30","86.1","94.6","17.3","48.4","50.29","4","10.9","16.2","22.3","51","87","0.586","80","168","0.476","26","78","0.333","0.7","2.7","35.4","Jr","6-2","23","0.534757","89.8149","3","2020","67542","all","Georgia Southern","1.18984931950745","71","138","9","30","0.514492753623188","0.3","0","1","0","0","0","115.471","1.41884","0","-2.32761","-0.662113","-1.6655","-3.3138","34.4375","-1.78609","-1.52771","1.4062","3.4688","4.875","2.9375","1.6875","0.2188","9.3125","","4.19712"
"330","Galen Alexander","Georgetown","BE","9","8.8","89.5","18.2","55.4","57.19","2.9","20.1","4.8","29.9","7","11","0.636","5","12","0.417","7","16","0.438","2","1","39.3","Jr","6-6","11","0.223199","90.4641","4.2","2020","51304","all","Texas Southern","0.272704958271969","5","7","0","5","0.714285714285714","0","2","3","0.666666666666667","0","0","99.3965","1.21748","0","-2.70317","-2.22756","-0.475611","-1.63561","12.5556","-1.47589","-0.159713","0.3333","2.3333","2.6667","0.3333","0.2222","0.2222","4.2222","","7.94605"
